Text,Label
"Heyy,   what   bus   do   you   usually   take?   🤍",No
"Good morning, what time is the deadline tonight?",No
"Lowkey, can you swap shifts with me this Friday? 😌",No
"   Hey, you should let me take you out this weekend   ",Yes
Can   you   grab   me   cups   on   the   way?   😏,No
"Btw,   I   was   hoping   you’d   ask   me   to   hang   out   after   class",Yes
"   Ngl, what’s your availability for the group this week?   ",No
Can you swap shifts with me later? 😉,No
"Btw, what’s the address for booking again? 😅",No
"Hey,   what’s   the   address   for   library   again?   😄",No
Do you know where everyone is meeting after class? 🤍,No
Let’s invite the team,No
Do you know who’s bringing what this Friday? 😏,No
"Yo, can you pick up a charger for the crew? 😊",No
"Yo, did you finish the deadline? 🙈",No
Do you know if the campus is still open? 🫶,No
"Heyy, if I asked you to come over, would you?",Yes
"Hey, can I steal you from your friends for a bit Saturday? 😏",Yes
Can you grab me cups on the way? 😄,No
Are you free tonight for a quick call about the deadline? 🤍,No
"Please don’t forget to bring the the key

",No
"Yo, the guys chat is so noisy today",No
I keep replaying our conversation in my head 😄,Yes
,No
"Honestly, do you want to a late snack together after work?",Yes
Can you help me troubleshoot my laptop? 🫶,No
Can you send me the report?,No
,No
I’ll   see   you   at   event   after   class   😅,No
Are   you   joining   the   our   class   call   after   work?   🥺,No
Do you know if the library is still open?,No
   Do you know who’s bringing what later? 😌   ,No
"Btw, what’s the address for office again? ✨",No
"Btw, do you know where the group is meeting tomorrow? ✨

",No
Can you swap shifts with me Sunday? 🙈,No
Do you have the link for the bus? 🥺,No
"Yo, I like talking to you… like, a lot

",Yes
   can i see u tonight   ,Yes
"   Honestly, did you finish the bus? 😏   ",No
"Btw, thanks for your help earlier",No
"Good morning, did you finish the train?",No
"   Good morning, is the assignment due tomorrow or Sunday?   ",No
Is the assignment due tonight or this weekend?,No
"Honestly, I’ll see you at campus after work 😏",No
Do you know who’s bringing what Sunday? 😌,No
   I’ve got a question about the train   ,No
   Do you know who’s bringing what after class?   ,No
I was thinking about you today 🥺,Yes
Can you show me how you did that in Excel? 😄,No
"Hey, are you free tomorrow for a quick call about the lecture?",No
Can you swap shifts with me tomorrow?,No
"Hii, you were on my mind today, by the way",Yes
"Hi, are you free after work for a quick call about the presentation? 😄

",No
Can you show me how you did that in Excel?,No
"Heyy, did you finish the report? 😏",No
Can you check if my submission is correct? 🙂,No
"What bus do you usually take?

",No
"Yo,   what   bus   do   you   usually   take?",No
,No
"Good night, can you help me troubleshoot my laptop?",No
"Good morning, do you know who’s bringing what tomorrow? 🙈",No
,No
I was thinking about you earlier,Yes
"Yo, do you know if the library is still open? 🙂

",No
   I’m so tired today 😌   ,No
"Hey, I’m making a group plan for this weekend, can you confirm? 😏",No
"Good night, let me know when you’re free to study

",No
Let’s invite our friends 😄,No
"Lowkey, I’m making a group plan for this weekend, can you confirm? 😉

",No
   Do you know if the gym is still open? 🙂   ,No
"Honestly, do you want to join the squad for watch a movie this Friday? 😌",No
"   Yo, do you know if the event is still open?   ",No
"Good night, if you’re free Sunday, I want you to myself 😉",Yes
"I’m sick today, can you send me what we covered? ✨",No
"   Good morning, do you know who’s bringing what after class?   ",No
"Good night, I miss you a little 🥺",Yes
Do you know where the crew is meeting after work? 🙂,No
"   I’m running late, can you tell the crew? 🫶   ",No
"Hey, do you know if the campus is still open? 😌",No
"   Btw, are you free after work for a quick call about the report?   ",No
   Do you want to a movie together later?   ,Yes
"I’m running late, can you tell the group? 😄",No
"Btw, what bus do you usually take? 🫶",No
"Do you want to join our class for do karaoke after class?

",No
"Hey, we’re all going to the beach tomorrow if you wanna come",No
Please don’t forget to bring the drinks 😏,No
"Heyy, is the assignment due later or this Friday?",No
"Btw, I’m trying not to flirt but you’re making it hard",Yes
I was thinking about you all day 🫶,Yes
"Hi, we’re all going to a movie theatre next week if you wanna come",No
"Btw, you should let me take you out Sunday",Yes
"Hey,   the   girls   chat   is   so   noisy   today   🤍",No
"Good morning, please don’t forget to bring the ice",No
"Lowkey, I’ll see you at office tomorrow 😏",No
I’ve got a question about the meeting 😏,No
group dinner tn,No
"Hey, I don’t really want a group thing, I want one-on-one 😌",Yes
What time is the booking after work? 🙂,No
"Heyy, can you check if my event is correct?",No
Can   you   remind   me   about   the   deadline?,No
Have you eaten yet? 🙂,No
"   Hey, is the assignment due tonight or after work?   ",No
You should let me take you out Sunday,Yes
   I kinda wanna hold your hand when we walk 🥺   ,Yes
,No
"Hi, do you know where the chat is meeting Saturday? 🙂",No
Do you know who’s bringing what Saturday? 😌,No
"Do you want to join the team for do karaoke this Friday?

",No
Can you remind me about the report? 😏,No
   Are you joining the our class call this weekend? 😏   ,No
Come with me to that new ramen place Sunday? just us 😅,Yes
"Good morning, is the assignment due after work or Saturday? 🙈",No
"   Hii, can you check if my campus is correct? 😌   ",No
Is the assignment due after class or next week?,No
I’ve got a question about the tutorial,No
What time is the booking this Friday?,No
"Lowkey, did you pay the bill for submission?

",No
   Did you finish the presentation? 😊   ,No
"Is the assignment due tomorrow or tomorrow? 🤍

",No
"I’m   sick   today,   can   you   send   me   what   we   covered?   😏",No
"Let’s dessert somewhere chill, just us ✨",Yes
"Hey, our class chat is so noisy today",No
I’m free this Friday. wanna do something together? 🥺,Yes
"Let’s a movie somewhere chill, just us",Yes
"Can you remind me about the exam?

",No
Can you check if my presentation is correct?,No
"I’m running late, can you tell our class?",No
Is the assignment due tomorrow or later?,No
I’ve got a question about the shift,No
Can you send me the roster?,No
Do you know if the restaurant is still open?,No
Come with me to a little bar this Friday? just us,Yes
"   Hey, I feel like hanging out with you alone would be nice tonight   ",Yes
Is the assignment due this weekend or next week? 🙈,No
"Hey, do you know who’s bringing what later? 🥺",No
"Hii, let me know when you’re free to study 😉",No
"Heyy, I’m at the station, where are you?

",No
"Ngl, is the assignment due after work or next week?",No
Please don’t forget to bring the the key 😄,No
"I’m at the station, where are you? 🥺",No
Is the assignment due after work or later? ✨,No
"Honestly, I feel like hanging out with you alone would be nice Sunday 😄

",Yes
"   Ngl, do you wanna get food after this? just you and me   ",Yes
I was hoping you’d ask me to hang out tonight 😄,Yes
   Did you finish the shift? 😄   ,No
"Btw,   do   you   know   who’s   bringing   what   tomorrow?",No
"Yo, I’ve got a question about the exam",No
"   Good night, I’m craving ramen with you specifically 😅   ",Yes
"Good morning, thanks for your help earlier 🙈",No
"   Lowkey, I kinda want to hear your voice later   ",Yes
"   I’m at the station, where are you? 🫶   ",No
"Yo, let’s invite the group",No
"Btw, let’s invite the chat 🙈",No
I’m so tired today 🤍,No
"Hii, I’m sick today, can you send me what we covered?",No
"   Good night, I’m running late, can you tell the crew?   ",No
   Can you remind me about the assignment? 😌   ,No
Let’s invite the team ✨,No
"Hey, is the assignment due later or this weekend?",No
Can I steal you from your friends for a bit Saturday? 😌,Yes
"Hi, are you coming with our friends this Friday? 🥺",No
"Lowkey, are you free Saturday for a quick call about the deadline? 😅",No
I’m free this Friday. wanna do something together? 😌,Yes
Can you send me the meeting?,No
Are you joining the the girls call Sunday?,No
"Hey, the group chat is so noisy today ✨",No
   Is the assignment due tonight or next week?   ,No
I’m so tired today 🙈,No
"Hii, can you send me the meeting? 🙈",No
   I’ve got a question about the roster   ,No
"Hey, I’ve got a question about the exam",No
"I’m at the station, where are you? 😅",No
"Yo, let’s invite everyone 😅",No
"   Ngl, is the assignment due this Friday or next week?   ",No
You’re kinda my favourite person right now ✨,Yes
Are you free after work? I kinda want to steal you for boba 😄,Yes
"Honestly, can you swap shifts with me next week? 😉",No
Do you want to join the crew for do karaoke next week? ✨,No
"Ngl,   I   want   to   see   you   Sunday",Yes
"Hey, let me know when you’re free to study",No
   Do you want to join the crew for watch a movie Saturday? 🤍   ,No
,No
Thanks for your help earlier,No
We’re all going to a quiet cafe tonight if you wanna come 😏,No
The squad chat is so noisy today,No
"Hey, can you show me how you did that in Excel?",No
What’s your availability for the group this week? 🫶,No
"Heyy, if you’re free Sunday, I want you to myself 🫶",Yes
"Lowkey,   wish   you   were   here   Saturday",Yes
,No
Do you have the link for the roster?,No
   I’m so tired today 😉   ,No
"Good morning, come with me to the beach after work? just us",Yes
Do   you   know   if   the   submission   is   still   open?   😉,No
Let me know when you’re free to study,No
Can you show me how you did that in Excel? ✨,No
"Good night, do you want to join the crew for watch a movie after work?",No
"I’m running late, can you tell the chat?",No
"Honestly, I’m curious… what would our first date be like?

",Yes
Are you joining the the girls call Sunday? 😊,No
   Are you joining the the guys call Saturday?   ,No
"Ngl, is the assignment due this Friday or after class? 🤍",No
,Yes
"   Good morning, what’s the address for office again?   ",No
Can you pick up batteries for the guys? 😊,No
"Yo, what are you doing this Friday? 😌",Yes
Do you know where the squad is meeting Sunday?,No
We’re all going to a little bar this weekend if you wanna come ✨,No
   What bus do you usually take? ✨   ,No
I don’t want to say it too directly but… I like you,Yes
"Honestly, you have no idea how attractive your confidence is 😏",Yes
Would   it   be   weird   if   I   asked   you   out   Sunday?,Yes
"   I’m running late, can you tell our class? 😄   ",No
"Honestly, I’d rather hang with you than a crowd Saturday",Yes
"Hey,   I   keep   replaying   our   conversation   in   my   head",Yes
"Good night, let me know when you’re free to study 😊",No
"I’d rather hang with you than a crowd after class

",Yes
"Heyy, do you have the link for the shift? 🙂",No
Can you pick up ice for the chat?,No
Can   you   check   if   my   shop   is   correct?   😏,No
Have you eaten yet? 😅,No
"   I’m making a group plan for after work, can you confirm?   ",No
"Lowkey, can you send me the shift?",No
,No
"Good   morning,   do   you   want   to   join   the   squad   for   watch   a   movie   tonight?",No
Can you help me move tomorrow? 😉,No
"Good morning, are you free Saturday for a quick call about the schedule? 🫶",No
"I’m making a group plan for after class, can you confirm?",No
"Let’s   a   late   snack   somewhere   chill,   just   us   😉",Yes
"Hey, I kinda want to hear your voice this Friday",Yes
I’ll see you at shop tomorrow,No
,No
"   Good night, everyone chat is so noisy today   ",No
"Lowkey, do you know where everyone is meeting after class? ✨",No
"Hey, can you check if my restaurant is correct? 🫶",No
"Yo, I’m not gonna lie, I get happy when you text me 🤍",Yes
"Hi,   do   you   have   the   link   for   the   lecture?",No
"Hii, do you want to join the squad for get boba tonight?",No
Can you remind me about the presentation? 😊,No
I’ll see you at library Saturday 😉,No
"Yo, I’ll see you at campus this weekend 😄",No
"Yo, do you know if the library is still open? 😏",No
Wish you were here Sunday 🤍,Yes
"Hey, I want to see you this Friday",Yes
Could you update the document when you get a chance? 😄,No
"Good morning, we’re all going to a little bar later if you wanna come",No
"Hi, come with me to a movie theatre Saturday? just us

",Yes
what time the meeting,No
"Btw, please don’t forget to bring the a pen",No
"   Yo, I miss you a little   ",Yes
I’m trying not to flirt but you’re making it hard 🙈,Yes
can u send the link,No
"Good morning, I’ve got a question about the shift",No
"   Hi, I’m at the station, where are you? 🤍   ",No
"Hey, can you help me troubleshoot my laptop? ✨",No
"Yo, thanks for your help earlier",No
"Hii, come with me to a movie theatre later? just us",Yes
   Can I steal you from your friends for a bit Sunday?   ,Yes
"   I’m running late, can you tell the group?   ",No
What’s the address for office again? 😄,No
"Honestly, I kinda wanna hold your hand when we walk 🙈

",Yes
   I was hoping you’d ask me to hang out later 🥺   ,Yes
"Hi, have you eaten yet? 🥺",No
"Btw, if you’re free after class, I want you to myself 🤍",Yes
"Are you coming with the team Sunday? 🥺

",No
Did   you   pay   the   bill   for   campus?,No
Is the assignment due this Friday or later? 🙈,No
   I want to see you next week   ,Yes
We’re all going to a movie theatre after class if you wanna come 😊,No
Please don’t forget to bring the a charger 🥺,No
,No
I   kinda   wanna   hold   your   hand   when   we   walk,Yes
"Hey, thanks for your help earlier 😄",No
   Can you remind me about the schedule? 😄   ,No
Could   you   update   the   document   when   you   get   a   chance?   🥺,No
"Btw, can you help me move tonight? 😊",No
"   I’m at the station, where are you? 🙈   ",No
Can   you   check   if   my   library   is   correct?,No
"Lowkey, I’ve got a question about the project",No
"Heyy, did you finish the presentation?",No
Did you pay the bill for presentation?,No
"   Hey, I’m curious… what would our first date be like?   ",Yes
Please   don’t   forget   to   bring   the   snacks,No
Are you free later for a quick call about the lecture?,No
I feel like hanging out with you alone would be nice after work 😊,Yes
"   Good night, are you coming with the guys tonight?   ",No
"Do you know where everyone is meeting next week?

",No
   We’re all going to a bookstore tomorrow if you wanna come   ,No
   Are you joining the the group call after class?   ,No
Are you coming with the crew later? ✨,No
Can   you   help   me   troubleshoot   my   laptop?,No
"Yo, would it be weird if I asked you out Saturday? 🥺

",Yes
Do you know where the crew is meeting this weekend?,No
Do you know who’s bringing what tomorrow? 😉,No
Can you send me the presentation? 🥺,No
Please don’t forget to bring the cups,No
Can you grab me cups on the way?,No
"Ngl, can you help me troubleshoot my laptop?",No
u make me feel some type of way,Yes
Do   you   know   if   the   booking   is   still   open?,No
,No
Can you send me the assignment?,No
"Hii, I’m at the station, where are you?",No
"   Lowkey, I don’t want to say it too directly but… I like you   ",Yes
   Do you know if the shop is still open? 🫶   ,No
"Good night, did you pay the bill for gym?",No
"Hey, please don’t forget to bring the drinks 🙂",No
   The team chat is so noisy today   ,No
Can you send me the project? 🫶,No
   Did you finish the schedule?   ,No
"Hey, please don’t forget to bring the tickets 😏",No
"   Good night, what’s the address for restaurant again? 😅   ",No
"Good   morning,   can   you   help   me   troubleshoot   my   laptop?   😄",No
Can you send me the train?,No
The   group   chat   is   so   noisy   today   🤍,No
"Hey,   can   you   pick   up   the   key   for   the   guys?   🥺",No
"Lowkey, I want to see you Saturday 😄",Yes
Are you free after work for a quick call about the train? 🙈,No
"   Let’s a late snack somewhere chill, just us   ",Yes
"Good night, is the assignment due next week or this Friday?",No
"Btw, I was hoping you’d ask me to hang out after work 😏",Yes
"   I’m running late, can you tell the guys? 😄   ",No
"Lowkey, I’ll see you at booking later",No
"Do you know where everyone is meeting this weekend? 😉

",No
"Honestly, have you eaten yet? 🥺",No
"Btw, did you finish the train?",No
"   Hey, I’m so tired today ✨   ",No
"Yo, I want to see you Saturday",Yes
Could   you   update   the   document   when   you   get   a   chance?,No
"Ngl, I’m so tired today 😌

",No
I’m   so   tired   today   🙂,No
Are you coming with the guys next week?,No
"Ngl, I’ll see you at campus after work",No
"   Hi, would it be weird if I asked you out after class? 😄   ",Yes
   you coming to class   ,No
Are you free Saturday? I kinda want to steal you for boba 😏,Yes
What time is the tutorial Sunday?,No
You’re kinda my favourite person right now 🤍,Yes
"Good morning, can you help me move next week? 😅",No
"   Honestly, I kinda want to hear your voice Sunday 😊   ",Yes
Can   you   grab   me   printouts   on   the   way?,No
I kinda want to hear your voice after work,Yes
Can you show me how you did that in Excel? 😅,No
"Good night, I wish I could teleport to you 😊",Yes
"Yo, do you know where our friends is meeting next week?",No
What’s the address for booking again?,No
"I’m running late, can you tell the girls? 😅",No
Are you coming with the guys after class? 😌,No
u busy or nah,Yes
"   Lowkey, can you grab me tickets on the way?   ",No
"Heyy, I’m sick today, can you send me what we covered? 😅",No
Can you help me move tomorrow? 🫶,No
"Hi, can you check if my submission is correct?",No
Can you check if my booking is correct? 🫶,No
"   Good night, please don’t forget to bring the drinks 😌   ",No
"Honestly, let me know when you’re free to study",No
I keep replaying our conversation in my head ✨,Yes
,No
   Did you pay the bill for event?   ,No
"Hi, I’m making a group plan for this weekend, can you confirm?",No
Did you pay the bill for shop? 😅,No
,Yes
"I’m   at   the   station,   where   are   you?   😊",No
"I’m sick today, can you send me what we covered?",No
"Good night, you have no idea how attractive your confidence is 🤍",Yes
I’d rather hang with you than a crowd later ✨,Yes
   what bus u take   ,No
Can you remind me about the tutorial?,No
"You were on my mind today, by the way 😅",Yes
"Heyy, I keep catching myself smiling at your texts 🙂

",Yes
"Hey, can you swap shifts with me this Friday?",No
"Btw, I’d rather hang with you than a crowd this Friday",Yes
,Yes
"Honestly, I keep replaying our conversation in my head 🙂",Yes
What’s your availability for the group this week? 😌,No
"Yo, what’s the address for gym again?",No
"Heyy, what bus do you usually take?",No
"I’m making a group plan for tomorrow, can you confirm? ✨",No
"Heyy, did you pay the bill for booking?

",No
"Btw, do you want to a walk together Sunday? 😅

",Yes
"   Heyy, what’s your availability for the group this week?   ",No
"Honestly, do you know where everyone is meeting Saturday?",No
Is   the   assignment   due   this   weekend   or   after   work?,No
"Ngl, please don’t forget to bring the ice",No
"Lowkey, do you know if the library is still open? 🙈

",No
   Can you help me move later? 😌   ,No
   Can you help me move Saturday? 🙈   ,No
"Btw, have you eaten yet?",No
"Hii, can you remind me about the presentation? 😅",No
   Can you swap shifts with me Saturday? 😏   ,No
"Hii, I’m craving ramen with you specifically 🫶

",Yes
Let’s   invite   the   girls,No
"Hii, you should let me take you out next week",Yes
"Btw, I was about to sleep but then I saw your message and smiled",Yes
   The group chat is so noisy today 😅   ,No
I don’t want to say it too directly but… I like you 😊,Yes
"Lowkey, do you have the link for the deadline? 😌",No
"Heyy, can you swap shifts with me Sunday?",No
Did   you   pay   the   bill   for   gym?   🫶,No
Did you finish the booking? 🙂,No
I feel really safe around you 🫶,Yes
"   Hii, can you check if my gym is correct?   ",No
u done the assignment?,No
did u pay the bill,No
Can you remind me about the shift?,No
Do   you   know   who’s   bringing   what   tonight?,No
"Honestly, please don’t forget to bring the a charger 🥺",No
"Good morning, what bus do you usually take? 🤍",No
"Honestly, I like talking to you… like, a lot 🤍",Yes
"Let’s dessert somewhere chill, just us 🤍",Yes
"I’m making a group plan for Sunday, can you confirm? 🙂",No
"I’m   at   the   station,   where   are   you?",No
"Hey, did you finish the report? 🙈",No
"   Good morning, is the assignment due Sunday or this Friday?   ",No
   can u help me move   ,No
"You looked really good today, by the way 😅",Yes
ngl   u   cute,Yes
   Did you pay the bill for restaurant?   ,No
I’ll   see   you   at   restaurant   next   week,No
Let’s invite the chat 🥺,No
"Good night, I’ve got a question about the report 😊",No
"Is the assignment due this weekend or later? 😊

",No
"Yo, we should do something just the two of us this weekend",Yes
we meeting later,No
   I’ve got a question about the lunch order 🤍   ,No
"Ngl, you should let me take you out Saturday ✨",Yes
"Heyy, can you swap shifts with me tomorrow?",No
u got the file?,No
"Yo, can you help me troubleshoot my laptop? 🤍",No
"I’m sick today, can you send me what we covered? 😊",No
Can you grab me a charger on the way?,No
"Hi, what time is the project next week? 😌",No
"   Good morning, are you free later for a quick call about the shift?   ",No
We’re all going to the beach Sunday if you wanna come 😊,No
"Good night, are you joining the the crew call later? 😊",No
Can you grab me a pen on the way? 😄,No
Have you eaten yet?,No
I was thinking about you on my way home 😄,Yes
"Good   morning,   I’m   so   tired   today   🙂",No
"Good morning, is the assignment due this Friday or this weekend? 🤍",No
"   Ngl, I’m free after class. wanna do something together? 😉   ",Yes
I’m curious… what would our first date be like? 😏,Yes
"Let’s ramen somewhere chill, just us",Yes
"Good night, can you help me troubleshoot my laptop? 😅",No
Come with me to a quiet cafe tomorrow? just us 😉,Yes
"Honestly, I don’t really want a group thing, I want one-on-one 😊",Yes
"If I asked you to come over, would you? 🤍

",Yes
"   Yo, I don’t want to say it too directly but… I like you   ",Yes
"Honestly, let’s dinner somewhere chill, just us",Yes
"Ngl, can we do a movie night? like… just us 🫶",Yes
"Hey, have you eaten yet?",No
"   If I asked you to come over, would you?   ",Yes
"Lowkey, can you swap shifts with me later? 🥺",No
Did you finish the assignment? 😄,No
"I don’t really want a group thing, I want one-on-one 😄",Yes
"Lowkey, can you help me troubleshoot my laptop? 😌

",No
   Do you know where our friends is meeting Saturday?   ,No
Please don’t forget to bring the a pen,No
"Hey, what time is the bus next week?",No
I wish I could teleport to you 🫶,Yes
are u in the gc,No
Can you pick up ice for the guys? 😉,No
