Text,Label
Can you send me the presentation? 🥺,No
We should do something just the two of us after work ✨,Yes
I miss you a little 😄,Yes
Can you pick up a charger for everyone? 😊,No
Can you help me move later?,No
"Good morning, do you know who’s bringing what after class?",No
"I’m at the station, where are you? 🥺",No
Please don’t forget to bring the the key 😄,No
"Hii, can I steal you from your friends for a bit this weekend?",Yes
We should do something just the two of us next week,Yes
Come with me to that new ramen place this weekend? just us 😅,Yes
I’d rather hang with you than a crowd after class,Yes
Are you free this Friday? I kinda want to steal you for a drink,Yes
"Honestly, I’m free this Friday. wanna do something together?",Yes
You should let me take you out Sunday,Yes
"Honestly, I feel like you and I would be a dangerous duo 😅",Yes
"Lowkey, I keep replaying our conversation in my head 😏",Yes
"Btw, do you know where the group is meeting tomorrow? ✨",No
Can you grab me printouts on the way?,No
"Hi, do you have the link for the lecture?",No
"If I asked you to come over, would you? 😌",Yes
I was hoping you’d ask me to hang out Sunday 😄,Yes
"Lowkey, I feel like hanging out with you alone would be nice tomorrow",Yes
"Btw, are you coming with the crew after class?",No
Are you coming with the guys after class? 😌,No
"Hey, I like talking to you, by the way 🥺",Yes
"Btw, what’s your availability for the group this week? 🙂",No
Are you coming with the team Sunday? 🥺,No
"Heyy, is the assignment due later or this Friday?",No
"Good night, can you pick up tickets for the crew? 😏",No
"Btw, have you eaten yet?",No
"Hey, did you finish the booking? 😉",No
"Hii, you were on my mind today, by the way",Yes
"Hey, you should let me take you out this Friday",Yes
"Good morning, what time is the deadline tonight?",No
"Heyy, I’m trying not to flirt but you’re making it hard 😄",Yes
"Hey, do you know if the campus is still open? 😌",No
Can I steal you from your friends for a bit later?,Yes
"Hii, wish you were here Saturday",Yes
Wish you were here Sunday 🤍,Yes
"Ngl, can we do a movie night? like… just us 🫶",Yes
"Yo, I feel like hanging out with you alone would be nice after work",Yes
Are you free after work for a quick call about the train? 🙈,No
"Heyy, if you’re free tonight, I want you to myself",Yes
Please don’t forget to bring the drinks 🤍,No
"Yo, we should do something just the two of us tonight 😅",Yes
"Good morning, we’re all going to a little bar later if you wanna come",No
"Good night, I’d rather hang with you than a crowd this Friday 🫶",Yes
"Good night, I’m free after class. wanna do something together?",Yes
Let’s invite the team,No
I’m curious… what would our first date be like? 🫶,Yes
"Heyy, can you check if my event is correct?",No
I’ll see you at restaurant after class 😅,No
Do you want to come over this weekend?,Yes
"Good night, I’ll see you at library this weekend",No
"Yo, I’m so tired today 😅",No
Do you have the link for the meeting?,No
"Heyy, are you joining the the chat call after class?",No
Can you check if my presentation is correct? 😉,No
Let me know when you’re free to study,No
"Heyy, I keep catching myself smiling at your texts 🙂",Yes
Would it be weird if I asked you out after class? 😏,Yes
Do you know if the library is still open?,No
"Hi, wish you were here later 🥺",Yes
Do you have the link for the bus? 🥺,No
"Good morning, do you know where our friends is meeting tomorrow? ✨",No
"Lowkey, do you want to join the team for watch a movie after work?",No
"Good morning, do you know who’s bringing what tomorrow? 🙈",No
"Hey, our class chat is so noisy today",No
"Let’s a late snack somewhere chill, just us 😉",Yes
Do you have the link for the roster?,No
"Honestly, I’m making a group plan for Saturday, can you confirm? 🙈",No
"Heyy, we’re all going to a cozy restaurant next week if you wanna come",No
I keep catching myself smiling at your texts ✨,Yes
"Ngl, you should let me take you out Saturday ✨",Yes
"Lowkey, is the assignment due after class or Sunday? 😅",No
"Btw, come with me to a late-night dessert spot this Friday? just us 😌",Yes
"Lowkey, what bus do you usually take?",No
"Hey, can I steal you from your friends for a bit Saturday? 😏",Yes
Can you grab me snacks on the way? ✨,No
What are you doing later? 🙈,Yes
I’m free this Friday. wanna do something together? 🥺,Yes
"Btw, what’s the address for restaurant again?",No
"Good morning, is the assignment due tomorrow or Sunday?",No
"Hi, would it be weird if I asked you out after class? 😄",Yes
What time is the booking after work? 🙂,No
"Hey, I want to see you Saturday",Yes
Is the assignment due later or tomorrow? 😌,No
"Heyy, do you want to join the chat for get dessert later?",No
"Ngl, do you wanna get food after this? just you and me",Yes
"Btw, let’s invite everyone",No
"Good night, I was hoping you’d ask me to hang out Saturday 🫶",Yes
What’s your availability for the group this week?,No
"Ngl, can I steal you from your friends for a bit tonight? 🥺",Yes
"Hey, I was hoping you’d ask me to hang out next week",Yes
"Ngl, is the assignment due this Friday or after class? 🤍",No
Do you want to come over Saturday?,Yes
Can you send me the roster?,No
"Good night, what are you doing after work? 😄",Yes
Have you eaten yet? 🤍,No
"Btw, I was hoping you’d ask me to hang out after work 😏",Yes
Can you send me the report? 😄,No
"Ngl, I’m not gonna lie, I get happy when you text me 😄",Yes
"If I asked you to come over, would you? 🤍",Yes
Is the assignment due tomorrow or later?,No
"Lowkey, I like talking to you… like, a lot 😏",Yes
"Hii, do you wanna get food after this? just you and me",Yes
Please don’t forget to bring the snacks 😏,No
"Hii, let me know when you’re free to study 😉",No
"Honestly, I kinda wanna hold your hand when we walk 🙈",Yes
"Hii, can you help me troubleshoot my laptop? 🙂",No
"Good night, I was about to sleep but then I saw your message and smiled 🫶",Yes
"Lowkey, I wish I could teleport to you 🙈",Yes
"Btw, I’m making a group plan for this Friday, can you confirm?",No
"Hii, the crew chat is so noisy today 😏",No
Are you joining the our friends call this Friday?,No
"Good night, do you wanna get food after this? just you and me 🥺",Yes
"Honestly, could you update the document when you get a chance?",No
"Btw, please don’t forget to bring the a pen",No
Are you free Saturday for a quick call about the lunch order?,No
"Hii, I’ll see you at gym Saturday",No
"Ngl, please don’t forget to bring the ice",No
Can you remind me about the exam?,No
"Ngl, can you swap shifts with me this weekend? 😉",No
Did you pay the bill for office?,No
What are you doing Sunday?,Yes
Would it be weird if I asked you out this weekend? 🤍,Yes
Could you update the document when you get a chance? 😄,No
"Yo, I’m not gonna lie, I get happy when you text me 🤍",Yes
Do you know where the crew is meeting after work? 🙂,No
"Heyy, are you free Sunday for a quick call about the notes?",No
Do you want to join the guys for watch a movie later? ✨,No
"Heyy, what’s your availability for the group this week?",No
Please don’t forget to bring the a pen,No
"Good morning, can you help me troubleshoot my laptop? 😄",No
Do you want to come over Saturday? 😌,Yes
I’m craving a drink with you specifically 🙂,Yes
I feel like hanging out with you alone would be nice Sunday 😌,Yes
"Let’s a late snack somewhere chill, just us 😄",Yes
Do you want to a walk together this weekend? 🫶,Yes
Can you check if my presentation is correct?,No
"Ngl, I’m so tired today 😌",No
"Heyy, do you have the link for the shift? 🙂",No
Come with me to a movie theatre after work? just us,Yes
"Good morning, what’s the address for office again?",No
"I’m making a group plan for tomorrow, can you confirm? 😌",No
"Good morning, I feel like you and I would be a dangerous duo 😅 🙈",Yes
Can you help me move Saturday? 🙈,No
"Heyy, do you know who’s bringing what Sunday? 😅",No
I’m craving dessert with you specifically,Yes
Let me know when you’re free to study 😌,No
"Hi, what time is the project next week? 😌",No
"Hey, I feel really safe around you",Yes
Is the assignment due this weekend or later? 😊,No
"Btw, do you wanna get food after this? just you and me",Yes
What’s the address for office again? 😄,No
"Honestly, I was thinking about you all day 😄",Yes
"Let’s dessert somewhere chill, just us ✨",Yes
I kinda want to hear your voice later,Yes
Can you pick up batteries for the guys? 😊,No
"Hey, please don’t forget to bring the drinks 🙂",No
Do you know where everyone is meeting this weekend? 😉,No
I was hoping you’d ask me to hang out this Friday,Yes
"Honestly, do you know where the squad is meeting after class?",No
"Good morning, I’m so tired today 🙂",No
Do you know if the presentation is still open?,No
"I’m not gonna lie, I get happy when you text me",Yes
"Btw, what’s the address for office again? ✨",No
You should let me take you out after work,Yes
"Honestly, do you want to join the squad for watch a movie this Friday? 😌",No
Can you swap shifts with me this weekend?,No
"Yo, I don’t want to say it too directly but… I like you",Yes
"Yo, would it be weird if I asked you out this Friday?",Yes
Can you swap shifts with me after class? 🤍,No
Would it be weird if I asked you out tomorrow? 🥺,Yes
"Ngl, I was thinking about you randomly",Yes
"Good morning, did you finish the train?",No
"Yo, I feel really safe around you 🤍",Yes
Can you swap shifts with me tomorrow?,No
"Btw, the team chat is so noisy today 😏",No
Did you finish the project?,No
Can you send me the notes? 😄,No
Can you show me how you did that in Excel?,No
I was thinking about you on my way home 😄,Yes
"I don’t really want a group thing, I want one-on-one",Yes
"Good night, I’m curious… what would our first date be like?",Yes
"Btw, can you help me move tonight? 😊",No
"Hey, thanks for your help earlier 😄",No
I’ve got a question about the lunch order 🤍,No
Can you help me move tomorrow? 😉,No
"Btw, I like talking to you… like, a lot",Yes
I’m so tired today 😌,No
I’m trying not to flirt but you’re making it hard 😊,Yes
I kinda want to hear your voice after class ✨,Yes
"Ngl, I don’t want to say it too directly but… I like you",Yes
I feel like you and I would be a dangerous duo 😅,Yes
"Good morning, is the assignment due Sunday or this Friday?",No
"Hey, did you finish the report? 🙈",No
Can I steal you from your friends for a bit Saturday?,Yes
I keep replaying our conversation in my head 😏,Yes
What time is the assignment Saturday? 😌,No
"Heyy, come with me to a bookstore Sunday? just us 🥺",Yes
"I like talking to you… like, a lot 😄",Yes
"I’m running late, can you tell the group?",No
"Heyy, I miss you a little",Yes
"I like talking to you… like, a lot 😌",Yes
I’m craving a walk with you specifically 🙂,Yes
"Good morning, what bus do you usually take? 🤍",No
"Good night, let’s a drink somewhere chill, just us",Yes
"Hii, can you remind me about the presentation? 😅",No
"Heyy, what bus do you usually take?",No
"Yo, I keep catching myself smiling at your texts",Yes
I’m free Saturday. wanna do something together? 🤍,Yes
Are you joining the the girls call this weekend?,No
"Good night, did you pay the bill for gym?",No
"Good morning, could you update the document when you get a chance?",No
I keep replaying our conversation in my head ✨,Yes
"Yo, I miss you a little 😉",Yes
"Yo, do you want to ice cream together this Friday?",Yes
"Good morning, come with me to the beach after work? just us",Yes
"Honestly, are you free tomorrow for a quick call about the roster? 🥺",No
I was about to sleep but then I saw your message and smiled 😌,Yes
Can you show me how you did that in Excel? 😅,No
Are you joining the our class call after work? 🥺,No
"You looked really good today, by the way 😅",Yes
"I’m running late, can you tell the team? 🙈",No
Do you know where our class is meeting later? 😌,No
"Ngl, I feel like hanging out with you alone would be nice Sunday",Yes
Can you check if my restaurant is correct?,No
What’s your availability for the group this week? 😌,No
"You make me laugh a lot, by the way",Yes
Did you finish the presentation? 😊,No
"Honestly, I’ll see you at campus after work 😏",No
Is the assignment due tonight or this weekend?,No
"Good night, I miss you a little 🥺",Yes
"Good night, I’m running late, can you tell the squad?",No
Is the assignment due after work or later? ✨,No
"Hii, can you show me how you did that in Excel?",No
Do you know where the crew is meeting this weekend?,No
Are you free after class for a quick call about the booking? 😅,No
"Yo, do you know where our friends is meeting next week?",No
Did you pay the bill for presentation?,No
"Hey, we should do something just the two of us this weekend",Yes
I keep catching myself smiling at your texts 😄,Yes
The group chat is so noisy today 🤍,No
What’s the address for library again?,No
Please don’t forget to bring the cups,No
I’ve got a question about the tutorial,No
Are you free this Friday? I kinda want to steal you for dinner,Yes
"Good morning, thanks for your help earlier 🙈",No
"Btw, do you know who’s bringing what tomorrow?",No
I want to see you next week,Yes
I’m trying not to flirt but you’re making it hard 😅,Yes
"Btw, I kinda wanna hold your hand when we walk",Yes
"Hii, I don’t want to say it too directly but… I like you 🫶",Yes
"Good night, do you want to come over this weekend?",Yes
"Heyy, you’re different from most guys I meet, by the way 😄",Yes
"Hi, I’m at the station, where are you? 🤍",No
"Hi, I want to see you later",Yes
I kinda wanna hold your hand when we walk ✨,Yes
"Hey, you should let me take you out after class 🙈",Yes
Are you coming with the guys next week?,No
Can you help me troubleshoot my laptop? 🫶,No
I’ve got a question about the lecture,No
"Hii, if you’re free Sunday, I want you to myself",Yes
"Lowkey, I wish I could teleport to you",Yes
"Good morning, are you free later for a quick call about the shift?",No
"Good morning, wish you were here tonight 😊",Yes
"Good night, come with me to a late-night dessert spot Sunday? just us",Yes
I want to see you Saturday 😏,Yes
"Let’s dessert somewhere chill, just us 🤍",Yes
What’s your availability for the group this week? 🫶,No
"Hi, have you eaten yet? 🥺",No
"Lowkey, I feel really safe around you 😊",Yes
"Good night, I’ve got a question about the report 😊",No
"Ngl, I’m making a group plan for tomorrow, can you confirm?",No
I feel really safe around you 😅,Yes
"Good night, do you want to join the crew for watch a movie after work?",No
"Hi, I’m at the station, where are you? 🫶",No
Could you update the document when you get a chance?,No
I was thinking about you randomly 😌,Yes
"Hi, I’m making a group plan for tomorrow, can you confirm? 😄",No
I was about to sleep but then I saw your message and smiled,Yes
Let me know when you’re free to study 🥺,No
Do you know who’s bringing what after class?,No
Can you remind me about the tutorial?,No
"Hi, can I steal you from your friends for a bit tonight?",Yes
"Honestly, I was hoping you’d ask me to hang out Saturday 🤍",Yes
"Good morning, do you want to come over this Friday?",Yes
"Yo, do you know if the library is still open? 😏",No
Can you check if my campus is correct? 😉,No
I want to see you Saturday 😄,Yes
"Heyy, can you swap shifts with me tomorrow?",No
"Btw, can you pick up drinks for everyone?",No
"Hii, do you know who’s bringing what tomorrow? 😅",No
"I’m not gonna lie, I get happy when you text me 😉",Yes
I feel really safe around you,Yes
"Hii, have you eaten yet? 🥺",No
Our class chat is so noisy today 😊,No
I was hoping you’d ask me to hang out Sunday,Yes
I feel like hanging out with you alone would be nice tomorrow,Yes
We’re all going to the beach Sunday if you wanna come 😊,No
"Hii, do you want to dinner together later? 🫶",Yes
"Hey, let me know when you’re free to study",No
"Honestly, I want to see you Sunday ✨",Yes
"Honestly, if you’re free Saturday, I want you to myself",Yes
"Hii, I’m craving ramen with you specifically 🫶",Yes
"Yo, did you finish the deadline? 🙈",No
"Yo, what bus do you usually take? 🤍",No
What’s your availability for the group this week? 😅,No
We should do something just the two of us this weekend,Yes
Let’s invite the girls,No
Can you help me troubleshoot my laptop? ✨,No
We’re all going to a walk around the city Saturday if you wanna come 🙈,No
"If you’re free after work, I want you to myself",Yes
"Hey, I want to see you this Friday",Yes
Come with me to a quiet cafe this Friday? just us,Yes
"Yo, I feel like you and I would be a dangerous duo 😅 🫶",Yes
"If you’re free tonight, I want you to myself",Yes
"Btw, what’s the address for booking again? 😅",No
"Hey, do you know who’s bringing what after work? 😏",No
"Btw, I’m trying not to flirt but you’re making it hard",Yes
"Lowkey, are you free Sunday? I kinda want to steal you for a drink 🤍",Yes
I was thinking about you before bed 😌,Yes
Is the assignment due this weekend or after work? 😌,No
"Btw, do you want to a walk together Sunday? 😅",Yes
Let’s invite the guys 😌,No
"Btw, do you know who’s bringing what after class?",No
I’d rather hang with you than a crowd this Friday 🤍,Yes
I want to see you after work 🤍,Yes
"Let’s dinner somewhere chill, just us",Yes
"Hey, I feel like hanging out with you alone would be nice tonight",Yes
"Good morning, I don’t really want a group thing, I want one-on-one 😅",Yes
"Heyy, I’m at the station, where are you? 😌",No
Can you remind me about the lecture?,No
What’s the address for submission again? 😌,No
"Good night, I kinda want to hear your voice Sunday 🫶",Yes
"I’m at the station, where are you? 😄",No
"Good night, can you help me troubleshoot my laptop? 😅",No
Let’s invite our friends 😄,No
"Heyy, do you wanna get food after this? just you and me",Yes
I was thinking about you earlier,Yes
"Hey, I kinda wanna hold your hand when we walk 🥺",Yes
"Good morning, do you wanna get food after this? just you and me",Yes
Would it be weird if I asked you out tomorrow?,Yes
I was thinking about you randomly,Yes
"Hi, come with me to that new ramen place Sunday? just us 🥺",Yes
"Yo, let’s invite everyone 😅",No
"Good night, is the assignment due next week or this Friday?",No
"I like talking to you… like, a lot 🤍",Yes
"Heyy, I’m not gonna lie, I get happy when you text me",Yes
Do you want to join the team for do karaoke this Friday?,No
I’m curious… what would our first date be like?,Yes
Are you joining the the team call after class?,No
"Good night, please don’t forget to bring the drinks 😌",No
"Honestly, do you know where everyone is meeting Saturday?",No
"Hey, do you have the link for the notes? 😊",No
We should do something just the two of us after work 😌,Yes
"Heyy, I was about to sleep but then I saw your message and smiled 😉",Yes
Can you pick up ice for the chat?,No
"Hi, I’m making a group plan for this weekend, can you confirm?",No
"Hii, I’m not gonna lie, I get happy when you text me",Yes
Do you know where the squad is meeting this weekend?,No
Can you show me how you did that in Excel? 🥺,No
"Heyy, if you’re free Sunday, I want you to myself 🫶",Yes
"Hey, what time is the bus next week?",No
I wish I could teleport to you 🥺,Yes
I’m so tired today,No
"Honestly, I’m curious… what would our first date be like? 🤍",Yes
"Good night, let me know when you’re free to study",No
"Lowkey, let’s boba somewhere chill, just us 🙂",Yes
Are you coming with the squad tonight? 🥺,No
Can I steal you from your friends for a bit Saturday? 😌,Yes
"Honestly, I’d rather hang with you than a crowd Saturday",Yes
I feel like hanging out with you alone would be nice after work,Yes
"Hii, I don’t really want a group thing, I want one-on-one",Yes
"You’re kinda my favourite person to text lately, by the way",Yes
Are you joining the the guys call Saturday?,No
"Honestly, I don’t really want a group thing, I want one-on-one",Yes
"Lowkey, what are you doing Sunday? 😏",Yes
Do you want to join the crew for watch a movie Saturday? 🤍,No
We’re all going to a little bar this weekend if you wanna come ✨,No
"Btw, you should let me take you out Sunday",Yes
We should do something just the two of us this Friday ✨,Yes
You have no idea how attractive your confidence is 😉,Yes
Do you know if the campus is still open? 🫶,No
"Yo, I like talking to you… like, a lot",Yes
"I’m not gonna lie, I get happy when you text me 😌",Yes
"Good morning, I’ve got a question about the notes",No
"Btw, I was about to sleep but then I saw your message and smiled",Yes
"Yo, can you help me troubleshoot my laptop? 😄",No
"Btw, can you grab me the key on the way?",No
"Hi, is the assignment due after work or next week?",No
Can you remind me about the project? 😅,No
Can you grab me cups on the way?,No
"Hii, you’re different from most guys I meet, by the way",Yes
Can you grab me a pen on the way? 😄,No
"Good morning, what are you doing Sunday?",Yes
"Good night, I’m craving a walk with you specifically",Yes
You have no idea how attractive your confidence is,Yes
Come with me to a park Sunday? just us 😏,Yes
"If you’re free this Friday, I want you to myself",Yes
"Btw, did you pay the bill for submission? ✨",No
"Honestly, I don’t really want a group thing, I want one-on-one 😊",Yes
Is the assignment due tomorrow or tomorrow? 🤍,No
I’ve got a question about the roster,No
"Heyy, did you pay the bill for event?",No
I’ll see you at gym later ✨,No
Would it be weird if I asked you out Sunday? 😅,Yes
Did you finish the lecture? 😊,No
"Good morning, I keep catching myself smiling at your texts 😊",Yes
Would it be weird if I asked you out next week?,Yes
"Good night, if you’re free Sunday, I want you to myself 😉",Yes
Did you pay the bill for gym? 🫶,No
I was about to sleep but then I saw your message and smiled 🙈,Yes
Please don’t forget to bring the the key,No
"Btw, did you finish the train?",No
"Hey, is the assignment due later or this weekend?",No
"I don’t really want a group thing, I want one-on-one 😅",Yes
Are you free next week? I kinda want to steal you for a movie,Yes
I’m free this Friday. wanna do something together? 😌,Yes
"Hi, you’re honestly cute, by the way 🙈",Yes
"Honestly, do you want to a late snack together later? 🤍",Yes
"Yo, let’s invite the group",No
Are you coming with everyone next week?,No
"Good night, can you help me troubleshoot my laptop?",No
"Lowkey, wish you were here Saturday",Yes
"Good night, did you pay the bill for campus? 😊",No
"Yo, I’ll see you at campus this weekend 😄",No
"Hii, I was about to sleep but then I saw your message and smiled 🫶",Yes
I keep catching myself smiling at your texts 😅,Yes
"Good morning, I keep replaying our conversation in my head ✨",Yes
"Lowkey, you should let me take you out Saturday",Yes
I’m curious… what would our first date be like? 🙂,Yes
Can you remind me about the shift?,No
Can you check if my library is correct?,No
"Hey, I’m craving ramen with you specifically",Yes
"Good night, I was about to sleep but then I saw your message and smiled",Yes
"Hi, we’re all going to a movie theatre next week if you wanna come",No
"Yo, I’m running late, can you tell the group?",No
I keep catching myself smiling at your texts 😏,Yes
"Good night, are you free after class for a quick call about the exam? 😅",No
I was thinking about you before bed,Yes
Did you finish the assignment? 😄,No
"Lowkey, I don’t really want a group thing, I want one-on-one",Yes
Are you joining the the chat call Saturday? 😄,No
Can you pick up ice for the crew?,No
I was hoping you’d ask me to hang out next week,Yes
"Hii, I wish I could teleport to you",Yes
"Lowkey, if you’re free Saturday, I want you to myself 😏",Yes
"Heyy, I kinda wanna hold your hand when we walk",Yes
I’ve got a question about the meeting 🙈,No
"Honestly, I wish I could teleport to you",Yes
"I’m running late, can you tell the chat?",No
I miss you a little 😊,Yes
We should do something just the two of us after class,Yes
Can you send me the assignment?,No
"Lowkey, do you know where the squad is meeting later? 😊",No
"Lowkey, can you send me the shift?",No
"Heyy, is the assignment due tonight or Saturday?",No
"Lowkey, I keep replaying our conversation in my head 😄",Yes
Can you help me move after work?,No
I was about to sleep but then I saw your message and smiled 😉,Yes
Do you know if the submission is still open? 😉,No
"Good night, let me know when you’re free to study 😊",No
"Hey, I was thinking about you a bit",Yes
"Yo, can you help me troubleshoot my laptop? 🤍",No
"Let’s dessert somewhere chill, just us 😄",Yes
"You’re honestly cute, by the way",Yes
Are you free this weekend? I kinda want to steal you for dessert 😄,Yes
I’m free tomorrow. wanna do something together?,Yes
I kinda want to hear your voice tonight 😌,Yes
"I’m running late, can you tell the guys? 😄",No
"Heyy, I’m sick today, can you send me what we covered?",No
"Ngl, what bus do you usually take?",No
"Hi, if you’re free tomorrow, I want you to myself",Yes
"Hey, I kinda want to hear your voice this Friday",Yes
"Lowkey, I like talking to you… like, a lot",Yes
"Hi, can you check if my submission is correct?",No
"Hey, can you show me how you did that in Excel?",No
Have you eaten yet? 🙂,No
I was hoping you’d ask me to hang out Saturday 🙈,Yes
Please don’t forget to bring the a charger,No
"Good night, what’s the address for restaurant again? 😅",No
"Good night, can you send me the notes?",No
Do you know where the squad is meeting Sunday?,No
"Honestly, I’m curious… what would our first date be like?",Yes
"Btw, can you remind me about the schedule? 🫶",No
"Good morning, can you remind me about the meeting? 🙈",No
I’m so tired today 🥺,No
"Hii, I feel like you and I would be a dangerous duo 😅",Yes
"I’m sick today, can you send me what we covered? 😊",No
"Good morning, I’m not gonna lie, I get happy when you text me 😉",Yes
Can you grab me cups on the way? 😏,No
"Ngl, let me know when you’re free to study",No
"Lowkey, I kinda wanna hold your hand when we walk 😄",Yes
"Ngl, is the assignment due after work or tomorrow? 😄",No
Do you know who’s bringing what tonight?,No
"Ngl, I want to see you Sunday",Yes
I’m craving a late snack with you specifically 😄,Yes
"Ngl, can you help me troubleshoot my laptop?",No
Do you want to join our class for do karaoke after class?,No
I was hoping you’d ask me to hang out after work,Yes
"Honestly, wish you were here tonight",Yes
"Lowkey, I’ll see you at office tomorrow 😏",No
What are you doing Saturday? 🥺,Yes
"Ngl, I kinda wanna hold your hand when we walk",Yes
"Ngl, I’ll see you at campus after work",No
"Btw, do you know who’s bringing what this Friday? 😄",No
I was thinking about you all day 🫶,Yes
Did you finish the booking? 🙂,No
"Hi, you looked really good today, by the way",Yes
"Hey, can you help me troubleshoot my laptop? ✨",No
Are you joining the the group call after class?,No
I kinda wanna hold your hand when we walk,Yes
I feel really safe around you 🫶,Yes
Can I steal you from your friends for a bit tonight?,Yes
"Hey, is the assignment due tonight or after work?",No
I wish I could teleport to you 😉,Yes
"Lowkey, do you know where everyone is meeting after class? ✨",No
"Ngl, can you grab me printouts on the way? 😊",No
"Good morning, we should do something just the two of us Saturday",Yes
"Heyy, I want to see you Saturday 🤍",Yes
"Hii, can you remind me about the assignment?",No
I keep replaying our conversation in my head 😄,Yes
"Hey, can you check if my restaurant is correct? 🫶",No
"Hey, I don’t really want a group thing, I want one-on-one 😌",Yes
"Honestly, are you free Sunday for a quick call about the lunch order?",No
Please don’t forget to bring the snacks,No
"Hi, I’ll see you at shop this weekend 🤍",No
I was hoping you’d ask me to hang out tomorrow,Yes
Are you free tonight for a quick call about the deadline? 🤍,No
"Yo, we should do something just the two of us this weekend",Yes
"Yo, can you help me troubleshoot my laptop?",No
"Lowkey, I’m making a group plan for this weekend, can you confirm? 😉",No
"Btw, I was hoping you’d ask me to hang out after class",Yes
Are you joining the the girls call tonight? 🤍,No
Do you know if the shop is still open? 😏,No
"Hey, is the assignment due this Friday or later? 🤍",No
"Ngl, if you’re free this Friday, I want you to myself 😊",Yes
I’m free tonight. wanna do something together? 😊,Yes
"Lowkey, I’ve got a question about the project",No
"Hii, are you free this Friday? I kinda want to steal you for boba",Yes
"Hey, I was thinking about you a bit 😉",Yes
"Btw, can we do a movie night? like… just us 🙂",Yes
Please don’t forget to bring the a charger 🥺,No
"Honestly, have you eaten yet? 🥺",No
Do you know where the team is meeting tomorrow? 🫶,No
Is the assignment due tonight or next week?,No
I feel like hanging out with you alone would be nice after work 😊,Yes
Let’s invite the chat 🥺,No
I’d rather hang with you than a crowd after class 🙂,Yes
I’m craving ice cream with you specifically,Yes
"Hi, are you free after work for a quick call about the presentation? 😄",No
"Hey, I keep replaying our conversation in my head",Yes
"Honestly, did you finish the bus? 😏",No
We should do something just the two of us later,Yes
"Btw, I’m running late, can you tell our class? 🫶",No
"Honestly, I don’t really want a group thing, I want one-on-one 😏",Yes
"Heyy, if I asked you to come over, would you?",Yes
"Hi, do you know where the chat is meeting Saturday? 🙂",No
